HXKBL4P02IVJFC	gi|343200261|ref|NR_040948.1|	83.843	229	4.74e-55	213	947009	Pelotomaculum terephthalicicum JT
HXKBL4P02IVJFC	gi|343200633|ref|NR_041320.1|	83.772	228	4.74e-55	213	947010	Pelotomaculum isophthalicicum JI
HXKBL4P02IVJFC	gi|2363081022|ref|NR_178754.1|	89.697	165	1.71e-54	211	2820884	Spiractinospora alimapuensis
HXKBL4P02IVJFC	gi|444304259|ref|NR_074685.1|	84.834	211	6.13e-54	209	370438	Pelotomaculum thermopropionicum SI
HXKBL4P02IVJFC	gi|343200153|ref|NR_040840.1|	84.834	211	6.13e-54	209	370438	Pelotomaculum thermopropionicum SI
HXKBL4P02IVJFC	gi|470466321|ref|NR_074114.1|	82.906	234	6.13e-54	209	423605	Elusimicrobium minutum
HXKBL4P02IVJFC	gi|636558989|ref|NR_115046.1|	82.906	234	6.13e-54	209	423605	Elusimicrobium minutum
HXKBL4P02IVJFC	gi|444304093|ref|NR_074517.1|	90.909	154	2.21e-53	207	498761	Heliomicrobium modesticaldum Ice1
HXKBL4P02IVJFC	gi|631251998|ref|NR_113196.1|	83.260	227	2.21e-53	207	1525	Neomoorella thermoacetica
HXKBL4P02IVJFC	gi|566085048|ref|NR_108634.1|	83.260	227	2.21e-53	207	676965	Neomoorella humiferrea
HXKBL4P02IVJFC	gi|343200272|ref|NR_040959.1|	90.909	154	2.21e-53	207	2699	Heliomicrobium gestii
HXKBL4P02IVJFC	gi|343200271|ref|NR_040958.1|	90.909	154	2.21e-53	207	35701	Heliomicrobium modesticaldum
HXKBL4P02IVJFC	gi|265678839|ref|NR_029144.1|	83.260	227	2.21e-53	207	1525	Neomoorella thermoacetica
HXKBL4P02IVJFC	gi|566085074|ref|NR_108735.1|	88.068	176	2.21e-53	207	702744	Salinactinospora qingdaonensis
HXKBL4P02IVJFC	gi|636560602|ref|NR_116662.1|	84.360	211	2.85e-52	204	574699	Laceyella tengchongensis
HXKBL4P02IVJFC	gi|219857419|ref|NR_025007.1|	84.360	211	2.85e-52	204	110101	Laceyella putida
HXKBL4P02IVJFC	gi|343206220|ref|NR_044812.1|	84.729	203	2.85e-52	204	1778	Mycobacterium gordonae
HXKBL4P02IVJFC	gi|645322466|ref|NR_119207.1|	85.149	202	2.85e-52	204	78350	Pelotomaculum schinkii
HXKBL4P02IVJFC	gi|2363081274|ref|NR_178881.1|	84.729	203	1.03e-51	202	1719132	Mycobacterium vicinigordonae
HXKBL4P02IVJFC	gi|2363080691|ref|NR_178587.1|	82.895	228	1.03e-51	202	1323375	Anoxybacter fermentans
HXKBL4P02IVJFC	gi|343201460|ref|NR_042186.1|	82.895	228	1.03e-51	202	236753	Fastidiosipila sanguinis
HXKBL4P02IVJFC	gi|672239078|ref|NR_125667.1|	84.729	203	1.03e-51	202	1389713	Mycobacterium paragordonae
HXKBL4P02IVJFC	gi|636558839|ref|NR_114896.1|	84.729	203	1.03e-51	202	1778	Mycobacterium gordonae
HXKBL4P02IVJFC	gi|343202675|ref|NR_043076.1|	82.819	227	1.03e-51	202	1525	Neomoorella thermoacetica
HXKBL4P02IVJFC	gi|645321343|ref|NR_118331.1|	84.729	203	1.03e-51	202	1778	Mycobacterium gordonae
HXKBL4P02IVJFC	gi|343200313|ref|NR_041000.1|	82.895	228	1.03e-51	202	258475	Pelotomaculum propionicicum
HXKBL4P02IVJFC	gi|343200270|ref|NR_040957.1|	90.260	154	1.03e-51	202	28064	Heliobacterium mobile
HXKBL4P02IVJFC	gi|343199130|ref|NR_044624.1|	82.500	240	1.03e-51	202	29343	[Clostridium] cellulosi
HXKBL4P02IVJFC	gi|219846342|ref|NR_025932.1|	90.260	154	1.03e-51	202	2698	Heliobacterium chlorum
HXKBL4P02IVJFC	gi|343201113|ref|NR_041819.1|	82.895	228	1.03e-51	202	159343	Gelria glutamica
HXKBL4P02IVJFC	gi|1779814923|ref|NR_164997.1|	90.196	153	3.69e-51	200	1931232	Marinitenerispora sediminis
HXKBL4P02IVJFC	gi|1864207122|ref|NR_169416.1|	90.196	153	3.69e-51	200	2715399	Marinactinospora rubrisoli
HXKBL4P02IVJFC	gi|1269785500|ref|NR_116328.2|	88.554	166	3.69e-51	200	505256	Streptomonospora flavalba
HXKBL4P02IVJFC	gi|1024974888|ref|NR_136846.1|	90.196	153	3.69e-51	200	1634059	Marinactinospora endophytica
HXKBL4P02IVJFC	gi|343206008|ref|NR_044557.1|	90.196	153	3.69e-51	200	531310	Marinactinospora thermotolerans
HXKBL4P02IVJFC	gi|219857454|ref|NR_025042.1|	88.485	165	3.69e-51	200	104205	Streptomonospora salina
HXKBL4P02IVJFC	gi|636558682|ref|NR_114739.1|	84.211	209	3.69e-51	200	110101	Laceyella putida
HXKBL4P02IVJFC	gi|219878299|ref|NR_025438.1|	90.196	153	3.69e-51	200	665004	Thermobifida cellulosilytica TB100
HXKBL4P02IVJFC	gi|566085564|ref|NR_109643.1|	91.667	144	3.69e-51	200	1181884	Modestobacter roseus
HXKBL4P02IVJFC	gi|631250818|ref|NR_112014.1|	90.196	153	3.69e-51	200	1226285	Sphaerimonospora mesophila NBRC 14179 = JCM 3151
HXKBL4P02IVJFC	gi|310975264|ref|NR_037128.1|	90.196	153	3.69e-51	200	2021	Thermobifida fusca
HXKBL4P02IVJFC	gi|343205786|ref|NR_044207.1|	88.485	165	3.69e-51	200	427369	Streptomonospora halophila
HXKBL4P02IVJFC	gi|343205941|ref|NR_044446.1|	90.196	153	3.69e-51	200	483545	Thermobifida halotolerans
HXKBL4P02IVJFC	gi|566085059|ref|NR_108682.1|	88.554	166	3.69e-51	200	687207	Spinactinospora alkalitolerans
HXKBL4P02IVJFC	gi|631251487|ref|NR_112684.1|	90.196	153	3.69e-51	200	448141	Calditerricola yamamurae
HXKBL4P02IVJFC	gi|901703594|ref|NR_132327.1|	88.485	165	3.69e-51	200	1144618	Allonocardiopsis opalescens
HXKBL4P02IVJFC	gi|631253213|ref|NR_114411.1|	90.196	153	3.69e-51	200	2021	Thermobifida fusca
